step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
1230.0,16,169.0,3.5208333333333335,5.0146661622515785,16,517.0,0.28786543597356534,16,517.0,False,,
1235.0,23,220.0,5.0,4.255809132033477,23,447.0,0.2062715139662446,23,447.0,False,,
1240.0,29,253.0,5.270833333333333,3.4231859186932154,29,534.0,0.13784581457140038,29,534.0,False,,
1245.0,24,285.0,6.4772727272727275,3.498410787559206,24,572.0,0.10951680463373371,24,572.0,False,,
1250.0,20,233.0,4.854166666666667,3.8828980013218044,20,527.0,0.1666414221787724,20,527.0,False,,
1255.0,24,331.0,7.5227272727272725,3.215226504104857,24,611.0,0.11116662172226276,24,611.0,False,,
1260.0,24,412.0,9.155555555555555,2.4739072163850095,24,689.0,0.09145094895250006,24,689.0,False,,
1265.0,21,482.0,10.041666666666666,4.308083866119364,21,731.0,0.2135892465154255,21,731.0,False,,
1270.0,16,325.0,6.372549019607843,4.867770792794481,16,682.0,0.21325160880697996,16,682.0,False,,
1275.0,16,255.0,5.3125,4.323487237479969,16,586.0,0.18923929720305785,16,586.0,False,,
1280.0,19,111.0,2.2653061224489797,3.7364163044571854,19,516.0,0.16358308762247895,19,516.0,False,,
1285.0,24,182.0,3.7142857142857144,3.9989505731914132,24,451.0,0.11547579364983183,24,451.0,False,,
1290.0,27,211.0,4.3061224489795915,3.7234052721148223,27,522.0,0.1300748508213714,27,522.0,False,,
